Category,File Name,Format,Duration (s),Sample Rate,Bit Depth,Channels,Integrated,Max Momentary
Dialogue,bb11929sr.wav,wav,2.49,48000,16,1,-14.71,-0.43
Dialogue,bb12101be.wav,wav,1.80,48000,16,1,-15.24,-0.44
Dialogue,bb12102do.wav,wav,2.89,48000,16,1,-12.72,-0.28
Dialogue,bb12103bl.wav,wav,1.99,48000,16,1,-14.32,-0.42
Dialogue,bb12104sr.wav,wav,1.31,48000,16,1,-14.29,-0.50
Dialogue,bb12105go.wav,wav,3.33,48000,16,1,-14.35,-0.44
Dialogue,bb12106lu.wav,wav,2.01,48000,16,1,-16.31,-0.43
Dialogue,bb12107pt.wav,wav,1.94,48000,16,1,-17.34,-0.42
Dialogue,bb12108co.wav,wav,3.22,48000,16,1,-12.15,-0.42
Dialogue,bb12109sr.wav,wav,7.41,48000,16,1,-11.84,-0.35
Dialogue,bb12110sr.wav,wav,2.08,48000,16,1,-13.17,-0.49
Dialogue,bb12111Ado.wav,wav,2.22,48000,16,1,-13.90,-0.40
Dialogue,bb20401be.wav,wav,2.82,48000,16,1,-14.64,-0.36
Dialogue,bb20402go.wav,wav,3.33,48000,16,1,-14.04,-0.48
Dialogue,bb20403do.wav,wav,3.89,48000,16,1,-12.16,-0.32
Dialogue,bb20501lu.wav,wav,6.05,48000,16,1,-14.03,0.00
Dialogue,bb20502lu.wav,wav,4.38,48000,16,1,-12.71,-0.28
Dialogue,bb20504sr.wav,wav,2.05,48000,16,1,-12.75,-0.33
Dialogue,bb20505x3.wav,wav,2.48,48000,16,1,-15.81,-0.61
Dialogue,bb20506do.wav,wav,2.89,48000,16,1,-11.58,-0.28
Dialogue,bb20507be.wav,wav,1.68,48000,16,1,-13.45,-0.42
Dialogue,bb20508bl.wav,wav,2.19,48000,16,1,-12.66,-0.10
Dialogue,bb20509x3.wav,wav,4.18,48000,16,1,-14.86,-0.50
Dialogue,bb20511x3.wav,wav,3.77,48000,16,1,-14.22,-0.49
Dialogue,bb21001x3.wav,wav,4.20,48000,16,1,-14.12,-0.50
Dialogue,bb21002x3.wav,wav,5.52,48000,16,1,-13.67,-0.52
Dialogue,bb21003be.wav,wav,3.04,48000,16,1,-13.04,-0.50
Dialogue,bb21004sr_3.wav,wav,2.76,48000,16,1,-12.48,-0.37
Dialogue,bb21005x3.wav,wav,2.54,48000,16,1,-14.83,-0.43
Dialogue,bb21007do.wav,wav,1.45,48000,16,1,-13.77,-0.42
Dialogue,bb21009Ax3.wav,wav,1.49,48000,16,1,-18.45,-0.50
